texts_good	texts_bad	field	error_type
After that, the Sweden graph starts to fluctuate while leaving the USA behind.	After that, Sweden starts to fluctuate while leaving the USA behind.	discourse	Absence_explanation
After that, all numbers for men and women fell and at the age over 75 men spent only 29 minutes per day on doing sports and women only 10.	After that, all numbers for men and women fell and at the age over 75 men spent only 29 minutes on doing sports and women only 10.	discourse	Absence_explanation
After that, all numbers for men and women spend fell and at the age over 75 men spent only 29 minutes on doing sports and women spend only 10.	After that, all numbers for men and women fell and at the age over 75 men spent only 29 minutes on doing sports and women only 10.	discourse	Absence_comp_sent
After that, all numbers for men and women fell and at the age over 75 men spent only 29 minutes on doing sports and women only 10 minutes per day.	After that, all numbers for men and women fell and at the age over 75 men spent only 29 minutes on doing sports and women only 10.	discourse	Absence_explanation
The following steady trend is the transportation of Chemicals' with 11 per cent by rail and 16% by road.	The following steady trend is 'Chemicals' with 11 per cent by rail and 16% by road.	discourse	Absence_explanation
After that, the percentage of obese females increasedbut was lower than the percentage of boys in 2000 (20% and 21% respectively).	After that, the percentage of females increasedbut was lower than the percentage of boys in 2000 (20% and 21% respectively).	discourse	Absence_explanation
After it's rate  goes Europe wit's rateh  7,5% in 2014 and it's rate went to 7,9% in 2015.	After it  goes Europe with  7,5% in 2014 and it went to 7,9% in 2015.	discourse	Absence_explanation
Agriculture were more popular with women in Indonesia - 43% of them worked in this sphere%, while in Australia there were only 1% of working women in that sphere.	Agriculture were more popular with women in Indonesia - 43%, while in Australia there were only 1% of working women in that sphere.	discourse	Absence_comp_sent
Air pollution, of course, is one of the most important issues these days.	Air polution, of course, one of the most important in this day.	discourse	Absence_comp_sent
Air travelling are very spread in our world today so there are too many flights everyday because planes provide gas and toxins while they are in the fly.	Air travelling are very spread in our world today so there are too many flights everyday because planes provide gas and toxins while they in the fly.	discourse	Absence_comp_sent
In all countires rules control expression of creative people's idea.	All countryes rules control expression of creative people's idea.	discourse	Absence_comp_sent
